Geographical Location,Report Date,MDS Item Question/Description,MDS Item Response,Percent,Total Residents
Utah,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Vermont,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,52.64,249
Vermont,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,44.82,212
Vermont,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,2.54,12
Virgin Islands,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,*,*
Virgin Islands,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,*,*
Virgin Islands,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Virginia,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,62.89,4475
Virginia,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,36.69,2611
Virginia,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.42,30
Washington,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,68.64,2119
Washington,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,30.94,955
Washington,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.42,13
West Virginia,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,61.78,991
West Virginia,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,37.53,602
West Virginia,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.69,11
Wisconsin,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,51.01,1038
Wisconsin,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,48.3,983
Wisconsin,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.69,14
Wyoming,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,40.31,131
Wyoming,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,58.46,190
Wyoming,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
National Total,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,67.8,166337
National Total,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,31.78,77962
National Total,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.42,1039
Alabama,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,56.59,567
Alabama,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,13.27,133
Alabama,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,15.67,157
Alabama,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,14.47,145
Alaska,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,41.56,32
Alaska,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,14.29,11
Alaska,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,*,*
Alaska,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,35.06,27
Arizona,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,36.92,682
Arizona,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,13.05,241
Arizona,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,26.96,498
Arizona,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,23.06,426
Arkansas,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,54.84,323
Arkansas,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,11.21,66
Arkansas,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,13.07,77
Arkansas,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,20.88,123
California,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,21.73,4462
California,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,17.44,3581
California,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,35.75,7341
California,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,25.08,5150
Colorado,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,43.76,1185
Colorado,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,16.65,451
Colorado,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,19.98,541
Colorado,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,19.61,531
Connecticut,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,28.07,1361
Connecticut,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,15.86,769
Connecticut,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,36.07,1749
Connecticut,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,20,970
Delaware,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,38.92,230
Delaware,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,10.49,62
Delaware,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,18.44,109
Delaware,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,32.15,190
District of Columbia,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,55.43,250
District of Columbia,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,17.07,77
District of Columbia,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,23.5,106
District of Columbia,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,3.99,18
Florida,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,45.89,4207
Florida,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,14.84,1360
Florida,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,20.32,1863
Florida,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,18.95,1737
Georgia,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,44.51,2059
Georgia,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,13.47,623
Georgia,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,20.58,952
Georgia,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,21.44,992
Hawaii,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,45.68,74
Hawaii,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,16.67,27
Hawaii,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,16.67,27
Hawaii,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,20.99,34
Idaho,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,38.53,398
Idaho,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,11.81,122
Idaho,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,20.81,215
Idaho,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,28.85,298
Illinois,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,15.8,5240
Illinois,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,14.96,4961
Illinois,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,27.21,9021
Illinois,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,42.03,13936
Indiana,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,32.08,3654
Indiana,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,11.4,1298
Indiana,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,26.87,3060
Indiana,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,29.65,3377
Iowa,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,56.11,1052
Iowa,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,10.99,206
Iowa,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,12,225
Iowa,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,20.91,392
Kansas,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,51.27,789
Kansas,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,13.97,215
Kansas,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,14.29,220
Kansas,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,20.47,315
Kentucky,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,35.44,1803
Kentucky,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,16.22,825
Kentucky,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,24.24,1233
Kentucky,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,24.1,1226
Louisiana,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,57.07,787
Louisiana,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,12.4,171
Louisiana,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,14.14,195
Louisiana,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,16.39,226
Maine,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,47.27,399
Maine,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,13.51,114
Maine,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,18.48,156
Maine,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,20.73,175
Maryland,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,29.14,2019
Maryland,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,14.11,978
Maryland,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,27.15,1881
Maryland,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,29.6,2051
Massachusetts,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",Never or 1 day,35.05,2091
Massachusetts,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",2-6 days,16.36,976
Massachusetts,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",7-11 days,27.61,1647
Massachusetts,"Q1, 2025","D0150C2: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Frequency",12-14 days,20.97,1251
